"left","right"
"HARRY","Then it'll be you!"
"HARRY","Are you going to kill me, Harry?"
"HARRY","-Expelliarmus!"
"HARRY","Well, well, Sirius."
"HARRY","Looking rather ragged, aren't we?"
"HARRY","Finally, the flesh"
"HARRY","reflects the madness within."
"HARRY","Well, you'd know all about"
"HARRY","the madness within, wouldn't you?"
"HARRY","-l found him."
"HARRY","-lt's him."
"HARRY","-l understand."
"HARRY","-Let's kill him!"
"HARRY","-No! I trusted you!"
"HARRY","And all this time,"
"HARRY","you've been his friend."
"HARRY","He's a werewolf!"
"HARRY","That's why he's been missing classes."
"HARRY","How long have you known?"
"HARRY","-Since Professor Snape set The essay."
"HARRY","You are the brightest witch"
"HARRY","of your age l've ever met."
"HARRY","Enough talk, Remus!"
"HARRY","Come on, let's kill him!"
"HARRY","-Wait!"
"HARRY","-l did my waiting!"
"HARRY","Twelve years of it!"
"HARRY","In Azkaban!"
"LUPlN","Very well. Kill him."
"LUPlN","But wait one more minute."
"LUPlN","Harry has the right to know why."
"HARRY","I know why."
"HARRY","You betrayed my parents."
"HARRY","-You're the reason they're dead!"
"HARRY","-No, it wasn't him."
"HARRY","Somebody did betray your parents..."
"HARRY","...somebody who, until quite recently,"
"HARRY","I believed to be dead!"
"HARRY","-who was it, then?"
"HARRY","-Peter Pettigrew!"
"HARRY","And he's in this room! Right now!"
"HARRY","Come out, come out, Peter!"
"HARRY","-Come out, come out and play!"
"HARRY","-Expelliarmus!"
"HARRY","Vengeance is sweet."
"HARRY","How I hoped l'd be the one"
"HARRY","to catch you."
"LUPlN","Severus--"
"LUPlN","I told Dumbledore you were helping a"
"LUPlN","friend into the castle. Here's the proof."
"LUPlN","Brilliant, Snape."
"LUPlN","You've put your keen mind to the task"
"LUPlN","and come to the wrong conclusion."
"LUPlN","If you'll excuse us,"
"LUPlN","Remus and l have business..."
"LUPlN","-...to attend to."
"LUPlN","-Give me a reason. I beg you!"
"LUPlN","-Don't be a fool."
"LUPlN","-He can't help it. It's habit."
"LUPlN","-be Quiet."
"LUPlN","-Be quiet yourself!"
"LUPlN","You two, quarrelling"
"LUPlN","like an old married couple."
"LUPlN","Run along and play with"
"LUPlN","your chemistry set!"
"LUPlN","I could do it, you know."
"LUPlN","But why deny the dementors?"
"LUPlN","They're so longing to see you."
"LUPlN","Do I detect a flicker of fear?"
"LUPlN","Oh, yes."
"LUPlN","A Dementor's Kiss. One can only"
"LUPlN","imagine what that must be like."
"LUPlN","It's said to be nearly unbearable"
"LUPlN","to witness, but l'll do my best."
"LUPlN","Severus, please."
"LUPlN","After you."
"HARRY","Expelliarmus!"
"HARRY","-Harry!What did you Just do?"
"HARRY","-You attacked a teacher!"
"HARRY","-Tell me about Peter."
"HARRY","-he was At school with us."
"HARRY","We thought he was our friend!"
"HARRY","-No. Pettigrew's dead. You killed him!"
"HARRY","-No, he didn't."
"HARRY","I thought so too, until you mentioned"
"HARRY","Pettigrew on the map!"
"HARRY","-The map was lying, then."
"HARRY","-The map never lies!"
"HARRY","Pettigrew's alive!"
"HARRY","And he's right there!"
"HARRY","-Me?! He's mental!"
"HARRY","-Not you! Your rat!"
"HARRY","-Scabbers has been in my family for--"
"HARRY","-Twelve years?"
"HARRY","Curiously long life"
"HARRY","for a common garden rat!"
"HARRY","-He's missing a toe, isn't he?"
"HARRY","-All they could find of Pettigrew was his--"
"HARRY","Dirty coward cut it off"
"HARRY","so everyone would think he was dead!"
"HARRY","-And then he transformed into a rat!"
"HARRY","-Show me."
"HARRY","-Give it to him, Ron."
"HARRY","-What are you trying to Do to him?"
"HARRY","Scabbers!"
"HARRY","Leave him alone! Get off him!"
"HARRY","What are you doing?"
"HARRY","Ah!"
"HARRY","Remus?"
"HARRY","Sirius."
"HARRY","My old friends!"
"HARRY","Harry! Look at you."
"HARRY","You look so much like your father."
"HARRY","-James. We were the best of friends--"
"HARRY","-How dare you speak to Harry!"
"HARRY","How dare you talk about James"
"HARRY","in front of him!"
"HARRY","-You sold James and Lily to Voldemort!"
"HARRY","-l didn't mean to!"
"HARRY","The Dark Lord. You have no idea"
"HARRY","the weapons he possesses!"
"HARRY","Ask yourself, Sirius!"
"HARRY","What would you have done?"
"HARRY","-What would you have done?"
"HARRY","-Died, rather than betray my friends!"
"HARRY","wanted me killed!"
"HARRY","Your dad would have spared me!"
"HARRY","He would have shown me mercy!"
"HARRY","didn't kill you, we would. Together!"
"HARRY","No!"
"HARRY","-Harry, this man--"
"HARRY","-l know What he is."
"HARRY","But we'll take him to the castle."
"HARRY","-Bless you, boy. Bless you!"
"HARRY","-Get off!"
"HARRY","I said we'd take you to the castle."
"HARRY","After that,"
"HARRY","the dementors can have you."
"HARRY","I reckon that twinges a bit."
"HARRY","You almost tore my leg off!"
"BLACK","I was going for the rat."
"BLACK","Normally, I have a very sweet"
"BLACK","disposition as a dog."
"BLACK","More than once, James suggested"
"BLACK","that I make the change permanent."
"BLACK","The tail l could live with."
"BLACK","But the fleas, they're murder."
"HARRY","Okay."
"HARRY","Okay."
"HARRY","It's fine. I'll stay."
"HARRY","You go, l'll stay."
"HARRY","-l'm fine. Go."
"HARRY","-So painful."
"HARRY","They might chop it."
"HARRY","will fix it in a heartbeat."
"HARRY","It'll have to be chopped off."
"BLACK","It's beautiful, isn't it?"
"BLACK","I'll never forget the first time"
"BLACK","I walked through those doors."
"BLACK","It'll be nice to do it again"
"BLACK","as a free man."
"BLACK","That was a noble thing"
"BLACK","you did back there."
"BLACK","He doesn't deserve it."
"BLACK","I didn't think my dad"
"BLACK","would have wanted his best friends..."
"BLACK","...to become killers."
"BLACK","Besides, dead,"
"BLACK","the truth dies with him."
"BLACK","Alive, you're free."
"BLACK","Anything but the dementors!"
"BLACK","Ron! Haven't I been a good pet?"
"BLACK","You won't let them give me..."
"BLACK","...to the dementors, will you?"
"BLACK","I was your rat!"
"BLACK","-Sweet, clever girl! Surely you won't--"
"BLACK","I don't know if you know, Harry..."
"BLACK","...but when you were born, James"
"BLACK","and Lily made me your godfather."
"BLACK","I know."
"BLACK","I can understand if you choose"
"BLACK","to stay with your aunt and uncle..."
"BLACK","...but if you ever wanted"
"BLACK","a different home...."
"BLACK","What? Come and live with you?"
"BLACK","It's just a thought."
"BLACK","I can understand if you don't want to."
"HERMlONE","Harry!"
"HERMlONE","Have you taken your potion tonight?"
"HERMlONE","You know the man you truly are, Remus!"
"HERMlONE","This heart is where you truly live! Here!"
"HERMlONE","This flesh is only flesh!"
"HERMlONE","Expelliarmus!"
"HERMlONE","Harry!"
"BLACK","Remus! Remus!"
"BLACK","Run! Run!"
"BLACK","-wait. wait."
"BLACK","Hermione! Bad idea. Bad idea."
"BLACK","Professor?"
"BLACK","Professor Lupin?"
"RON","Nice doggy. Nice doggy!"
"RON","There you are, Potter!"
"RON","Sirius!"
"SNAPE","Come back here, Potter!"
"SNAPE","Sirius!"
"SNAPE","No. Sirius!"
"SNAPE","Expecto Patronum!"
"HERMlONE","Harry?"
"HERMlONE","I saw my dad."
"HERMlONE","What?"
"HERMlONE","He sent the dementors away."
"HERMlONE","I saw him across the lake."
"HERMlONE","Harry, they've captured Sirius."
"HERMlONE","Any minute the dementors"
"HERMlONE","are gonna perform the Kiss."
"HERMlONE","-They're gonna kill him?"
"HERMlONE","-No. It's worse."
"HERMlONE","Much worse."
"HERMlONE","They're going to suck out his soul."
"HERMlONE","Headmaster, stop them."
"HERMlONE","-They've got the wrong man."
"HERMlONE","-lt's true. Sirius is innocent."
"HERMlONE","-lt's Scabbers who did it."
"HERMlONE","-Scabbers?"
"RON","He's my rat, sir."
"RON","He's not really a rat. He was a rat."
"RON","He was my brother Percy's rat."
"RON","-But then they gave him an owl--"
"RON","-The point Is, We know The truth."
"RON","-Please believe us."
"RON","-l Do, Miss Granger."
"RON","But the word of three 1 3-year-old"
"RON","wizards will convince few others."
"RON","A child's voice,"
"RON","however honest and true..."
"RON","...is meaningless to those"
"RON","who have forgotten how to listen."
"RON","Mysterious thing, time."
"RON","Powerful..."
"RON","...and when meddled with,"
"RON","dangerous."
"RON","Sirius Black is in the topmost cell"
"RON","of the Dark Tower."
"RON","You know the laws, Miss Granger."
"RON","You must not be seen."
"RON","And you would do well, l feel,"
"RON","to return before this last chime."
"RON","If not, the consequences"
"RON","are too ghastly to discuss."
"RON","If you succeed tonight..."
"RON","...more than one innocent life"
"RON","may be spared."
"RON","Three turns should do it, I think."
"RON","Oh, and by the way."
"RON","When in doubt, l find retracing"
"RON","my steps to be a wise place to begin."
"RON","Good luck."
"RON","What the bloody hell"
"RON","was that all about?"
"RON","Sorry, Ron, but seeing"
"RON","as you can't walk...."
"RON","What just happened?"
"RON","-Where's Ron?"
"RON","I don't know. Going to Hagrid's?"
"RON","Come on. And we can't be seen."
"HARRY","Hermione!"
"HARRY","Hermione! Hermione, wait."
"HARRY","Will you please tell me"
"HARRY","what it is we're doing?"
"DRACO","Come to see the show?"
"DRACO","evil little cockroach!"
"DRACO","That's us."
"RON","Hermione, no! He's not worth it."
"RON","This is not normal."
"RON","This is a Time-Turner, Harry."
"RON","McGonagall gave it to me first term."
"RON","This is how l've been getting"
"RON","to my lessons all year."
"RON","-You mean we've gone back in time?"
"RON","-Yes."
"RON","Dumbledore obviously wanted us"
"RON","to return to this moment."
"RON","Clearly, something happened"
"RON","he wants us to change."
"RON","Good punch."
"RON","Thanks."
"RON","Malfoy's coming."
"RON","I'm gonna get that jumped-up"
"RON","mudblood! Mark my words."
"HARRY","Come on. We should be at Hagrid's."
"HARRY","Look. Buckbeak's still alive."
"HARRY","Of course."
"HARRY","Remember what Dumbledore said?"
"HARRY","If we succeed, more than one"
"HARRY","innocent life could be spared."
"HARRY","Let's go."
"HARRY","Here they come. l'd better hurry."
"HARRY","Fudge has to see Buckbeak"
"HARRY","before we steal him."
"HARRY","Otherwise, he'll think Hagrid"
"HARRY","set him free."
"RON","Scabbers, you're alive!"
"RON","-That's Pettigrew."
"RON","-Harry, you can't."
"RON","-he betrayed My parents."
"RON","-You don't expect me to sit here."
"RON","-Yes, and you must!"
"RON","Harry, you're in Hagrid's hut now."
"RON","If you go bursting in,"
"RON","you'll think you've gone mad."
"RON","Awful things happen to wizards"
"RON","who meddle with time."
"RON","We can't be seen."
"RON","Fudge is coming."
"RON","And we aren't leaving?"
"RON","Why aren't we leaving?"
"RON","Are you mad?"
"RON","Ow!"
"RON","Ow. That hurt."
"RON","Sorry."
"RON","you see there-- Ah, Hagrid."
"HERMlONE","We're coming out the back door. Go!"
"HERMlONE","Is that really what my hair"
"HERMlONE","looks like from the back?"
"HARRY","What?"
"HERMlONE","I thought I just saw...."
"HERMlONE","-Never mind."
"HERMlONE","Okay, go, Harry. Go!"
"HARRY","Get away. Get off."
"HARRY","Ow!"
"HARRY","I should sign as well."
"FUDGE","Yes, very well. Perhaps it would be...."
"FUDGE","Okay, Buckbeak. Come quickly."
"FUDGE","Come with us now. Come on."
"FUDGE","Keep trying. Come on. Quickly."
"FUDGE","Buckbeak. Okay?"
"FUDGE","Quickly. Hurry up. Okay?"
"FUDGE","Hurry up now, Buckbeak, okay?"
"FUDGE","Come on."
"FUDGE","Come on, Buckbeak."
"FUDGE","Come and get the nice dead ferret."
"FUDGE","-Come on. It's here. Come on, Beaky."
"FUDGE","-Now, look there."
"FUDGE","Professor Dippet had that ling"
"FUDGE","planted when he was headmaster."
"FUDGE","-Oh, Yes. lndeed, indeed."
"FUDGE","-And All The strawberries."
"FUDGE","-come on, Buckbeak. come on."
"FUDGE","But where is it?"
"FUDGE","I saw the beast, just now."
"FUDGE","-Not a moment ago!"
"FUDGE","Buckbeak."
"FUDGE","Someone's obviously released him."
"FUDGE","-Hagrid?"
"FUDGE","-Buckbeak."
"FUDGE","you had anything to do with this."
"FUDGE","How could you?"
"FUDGE","You've been with us all the time."
"FUDGE","-Well, well."
"FUDGE","We must search the grounds."
"FUDGE","Well, search the skies,"
"FUDGE","if you must, minister."
"FUDGE","Meanwhile, I'd like a nice cup"
"FUDGE","of tea or a large brandy."
"FUDGE","Oh, executioner, your services"
"FUDGE","are no longer required."
"FUDGE","Thank you."
"FUDGE","in this house, professor."
"HARRY","This way, now."
"HARRY","-Now What?"
"HARRY","-We save Sirius."
"HARRY","-no idea."
"HARRY","-Look. It's Lupin."
"HERMlONE","And Snape's coming."
"HERMlONE","And now we wait."
"HARRY","Ah!"
"HERMlONE","At least someone's enjoying himself."
"HARRY","Yeah."
"HARRY","-Hermione?"
"HARRY","-Yeah?"
"HARRY","Before, down by the lake,"
"HARRY","when l was with Sirius..."
"HARRY","...l did see someone."
"HARRY","That someone"
"HARRY","made the dementors go away."
"HARRY","With a Patronus."
"HARRY","I heard Snape telling Dumbledore."
"HARRY","According to him..."
"HARRY","...only a really powerful wizard"
"HARRY","could have conjured it."
"HARRY","It was my dad."
"HARRY","My dad conjured the Patronus."
"HARRY","-Harry, but your dad's--"
"HARRY","-Dead. l know."
"HARRY","I'm just telling you what l saw."
"HARRY","Here we come."
"HARRY","-That's great."
"HARRY","When we free him, l'll never"
"HARRY","have to go back to the Dursleys'."
"HARRY","It'll just be me and him."
"HARRY","We could live in the country..."
"HARRY","...someplace you can see the sky."
"HARRY","He'll like that after"
"HARRY","all those years in Azkaban."
"HERMlONE","Harry!"
"BLACK","Run!"
"BLACK","Let's go."
"BLACK","-What are you doing?"
"BLACK","-Saving your life."
"HARRY","Thanks."
"HARRY","-Great. Now he's coming for us."
"HARRY","-Yeah, I didn't think about that. Run!"
"HERMlONE","That was so scary."
"HERMlONE","Poor Professor Lupin's"
"HERMlONE","having a really tough night."
"HERMlONE","Sirius. Come on!"
"HERMlONE","-This Is horrible."
"HERMlONE","-Don't worry."
"HERMlONE","My dad will come."
"HERMlONE","He'll conjure the Patronus."
"HERMlONE","Any minute now."
"HERMlONE","Right there. You'll see."
"HERMlONE","Harry, listen to me."
"HERMlONE","No one's coming."
"HERMlONE","Don't worry, he will."
"HERMlONE","He will come."
"HERMlONE","...both of you."
"HERMlONE","Harry!"
"HERMlONE","Expecto Patronum!"
"HERMlONE","You were right, Hermione."
"HERMlONE","It wasn't my dad I saw earlier."
"HERMlONE","It was me!"
"HERMlONE","I saw myself conjuring"
"HERMlONE","the Patronus before."
"HERMlONE","I knew l could do it"
"HERMlONE","this time because..."
"HERMlONE","...well, l had already done it."
"HERMlONE","-Does That make sense?"
"HERMlONE","-No."
"HERMlONE","But l don't like flying...!"
"HERMlONE","Bombarda!"
"BLACK","I'll be forever grateful for this..."
"BLACK","...to both of you."
"BLACK","-l want to Go with you."
"BLACK","-One day, perhaps."
"BLACK","For some time,"
"BLACK","my life will be too unpredictable."
"BLACK","And besides..."
"BLACK","-...you're meant to be here."
"BLACK","-But you're innocent."
"BLACK","And you know it."
"BLACK","And for now, that will do."
"BLACK","I expect you're tired of hearing this..."
"BLACK","...but you look so like your father."
"BLACK","Except your eyes."
"BLACK","-You have--"
"BLACK","-My mother's eyes."
"BLACK","It's cruel that I spent so much time"
"BLACK","with James and Lily, and you so little."
"But know this","The ones that love us"
"But know this","never really leave us."
"But know this","And you can always find them..."
"But know this","...in here."
"But know this","You really are the brightest witch"
"But know this","of your age."
"But know this","We have to go."
"But know this","-Well?"
"But know this","-He's free. We did it."
"But know this","Did what?"
"But know this","Good night."
"But know this","How did you get there?"
"But know this","I was talking to you there."
"But know this","And now you're there."
"But know this","-What's he talking about, Harry?"
"But know this","-l don't know."
"But know this","Honestly, Ron. How can somebody"
"But know this","be in two places at once?"
"LUPlN","Hello, Harry."
"LUPlN","I saw you coming."
"LUPlN","I've looked worse, believe me."
"LUPlN","-You've been sacked."
"LUPlN","-No."
"LUPlN","No. I resigned, actually."
"LUPlN","Resigned? Why?"
"LUPlN","Well, it seems that somebody"
"LUPlN","let slip the nature of my condition."
"LUPlN","This time tomorrow, the owls will start"
"LUPlN","arriving and parents will not want..."
"LUPlN","...well, someone like me"
"LUPlN","teaching their children."
"LUPlN","-But Dumbledore--"
"LUPlN","-he has already..."
"LUPlN","...risked enough on my behalf."
"LUPlN","Besides, people like me are...."
"LUPlN","Well, let's just say"
"LUPlN","that I'm used to it by now."
"LUPlN","Why do you look so miserable, Harry?"
"LUPlN","None of it made any difference."
"LUPlN","-Pettigrew escaped."
"LUPlN","-Didn't make any difference?"
"LUPlN","It made all the difference in the world."
"LUPlN","You uncovered the truth."
"LUPlN","You saved an innocent man"
"LUPlN","from a terrible fate."
"LUPlN","It made a great deal of difference."
"LUPlN","If l am proud of anything..."
"LUPlN","...it is of how much"
"LUPlN","you have learned this year."
"LUPlN","Now, since l am no longer"
"LUPlN","your teacher..."
"LUPlN","...l feel no guilt whatsoever"
"LUPlN","about giving this back to you."
"LUPlN","So now l'll say goodbye, Harry."
"LUPlN","I feel sure we'll meet again sometime."
"LUPlN","Until then..."
"LUPlN","...mischief managed."
"LUPlN","upstairs if you don't settle."
"NEVILLE","Harry."
"NEVILLE","Wherever did you get it?"
"NEVILLE","Can l have a go, Harry?"
"NEVILLE","After you, of course."
"NEVILLE","-Quiet."
"NEVILLE","Let the man through."
"NEVILLE","I didn't mean to open it, Harry."
"NEVILLE","It was badly wrapped."
"NEVILLE","They made me do it."
"NEVILLE","Did not."
"NEVILLE","For me?"
"NEVILLE","-But who sent it?"
"NEVILLE","-no One knows."
"NEVILLE","This came with it."
"HERMlONE","How fast is it, Harry?"
"HARRY","Lumos."
"HARRY","I solemnly swear that I am"
"HARRY","up to no good."
"HARRY","Mischief managed."
"HARRY","Nox."
"MARGE"," Finish that off for Mommy."
"VERNON"," Can l tempt you, Marge?"
"MARGE"," Just a small one."
"MARGE"," Excellent. I won't have this"
"PETUNlA"," Nothing. He didn't work."
"MARGE"," Hold on, hold on."
"VERNON"," Get off."
"VERNON"," Sorry."
"SHUNPIKE"," Take her away, Ern."
"HARRY"," The Muggles. Can't they see us?"
"SHUNPIKE"," Muggles?"
"SHUNPIKE"," Take it away, Ern."
"SHRUNKEN HEAD"," Take it away!"
"FUDGE"," As Minister for Magic,"
"VENDOR"," Right! You gonna move"
"HERMlONE"," lt's a cat, Ronald."
"HERMlONE"," That's rich..."
"HARRY"," Egypt. What's it like?"
"GEORGE"," Not flashing that clipping again?"
"GEORGE"," The day maid."
"GEORGE"," Cook."
"HARRY"," Mrs. Weasley."
"HARRY"," Mr. Weasley."
"MR. WEASLEY"," Hermione."
"HERMlONE"," Good morning, Mr. Weasley."
"RON"," Brilliant."
"HERMlONE"," Honestly, it's not funny."
"RON"," Do you know everything?"
"HARRY"," Do you think he's really asleep?"
"HARRY"," Yeah."
"HARRY"," How did he find out?"
"DUMBLEDORE"," Our Care of"
"SEAMUS"," Here, listen."
"SEAMUS"," Exactly."
"HARRY"," Hey, man."
"SEAMUS"," Hey, man."
"BEM"," Oh, God."
"HERMlONE"," That's awful."
"RON"," What is that?"
"DEAN"," You call that a monkey?"
"SEAMUS"," Ron, catch."
"RON"," l will."
"SEAMUS"," Oh, no."
"RON"," You don't think that Grim thing's"
"HERMlONE"," Honestly, Ron. If you ask me,"
"HERMlONE"," Don't be silly. How could"
"DRACO"," Don't be such a wimp."
"DRACO"," Oh, yeah. Terribly funny."
"HERMlONE"," Just ignore him."
"RON"," You're supposed to stroke it."
"HAGRID"," Nice and slow, now."
"HAGRID"," He may let you ride him now."
"HARRY"," Hey, hey, hey!"
"HAGRID"," Put you over here,"
"HAGRID"," Well done, Harry,"
"HAGRID"," No!"
"DRACO"," You're gonna regret this."
"DRACO"," lt comes and it goes."
"SEAMUS"," He's been sighted!"
"RON"," Who?"
"BOY"," With dementors at every entrance?"
"HERMlONE"," No one knows."
"STUDENTS"," Riddikulus!"
"LUPlN"," Very good."
"LUPlN"," Very good."
"LUPlN"," Concentrate. Face your fear."
"LUPlN"," You want to know why l stopped"
"RON"," Honeyduke's Sweetshop is brilliant,"
"HARRY"," Haunted building in Britain."
"RON"," Probably Neville forgot"
"RON"," Oh, you're there."
"PERCY"," Let me through, please."
"RON"," Serves her right."
"PERCY"," Be quiet. The headmaster's here."
"FILCH"," Come on, move."
"DUMBLEDORE"," Keep moving!"
"FILCH"," l searched the Astronomy Tower"
"DUMBLEDORE"," Thank you."
"WlZARD TEACHER"," The floor's clear."
"DUMBLEDORE"," Good."
"SNAPE"," I've done the dungeons."
"DUMBLEDORE"," Quite remarkable."
"SNAPE"," What about Potter?"
"SNAPE"," Now, which one of you"
"HERMlONE"," Please, sir."
"RON"," He looks a bit peaky, doesn't he?"
"FRED"," Peaky?"
"GEORGE"," Let's walk you off a tower"
"HARRY"," Probably a right sight better"
"HARRY"," What happened?"
"RON"," Well, you fell off your broom."
"LUPlN"," I'm sorry to hear"
"MAN"," Last call for Hogsmeade!"
"HARRY"," Guys, let me go."
"FRED"," Clever, Harry."
"GEORGE"," But not clever enough."
"FRED"," We've got a better way."
"HARRY"," l'm trying to get to Hogsmeade."
"FRED & GEORGE"," We know."
"GEORGE"," We'll show you a quicker way."
"FRED"," If you pipe down."
"HARRY"," Let me go! Come on. Don't--"
"FRED"," Now, Harry."
"GEORGE"," Come and join the big boys."
"FRED"," Shh!"
"HARRY"," Hang on. This is Hogwarts."
"FRED"," Everyone."
"GEORGE"," Leads you to Honeyduke's."
"HERMlONE"," lt's meant to be"
"RON"," Twice."
"HERMlONE"," He won't keep it."
"RON"," That's not true!"
"FUDGE"," McGonagall!"
"MCGONAGALL"," Cornelius!"
"FUDGE"," Oh, Hagrid...."
"HAGRID"," Sorry."
"FUDGE"," We have...."
"ROSMERTA"," Sirius Black in Hogsmeade!"
"FUDGE"," Harry Potter."
"FUDGE"," Come."
"SHRUNKEN HEAD 1 "," Thick?!"
"SHRUNKEN HEAD 2"," How dare they!"
"SHRUNKEN HEAD 1 "," Whippersnappers!"
"ROSMERTA"," Nobody will come to a pub"
"ROSMERTA"," Peter Pettigrew?"
"ROSMERTA"," l remember."
"MCGONAGALL"," He tried to warn them..."
"ROSMERTA"," l don't believe it."
"FUDGE"," That's not the worst."
"ROSMERTA"," What could be worse?"
"-This"," Sirius Black was..."
"HERMlONE"," Excuse me, excuse me."
"RON"," Merry Christmas."
"LUPlN"," Here we go. Come on."
"HARRY"," l think l've had enough for today."
"HERMlONE"," Well, maybe you should"
"RON"," Your cat killed him!"
"HERMlONE"," Did not."
"RON"," Did."
"HERMlONE"," Didn't."
"RON"," They're not sacking you!"
"HAGRID"," No, l'm not sacked."
"ROSMERTA"," Peter Pettigrew?"
"MCGONAGALL"," Lump of a boy."
"FUDGE"," Black was vicious."
"HARRY"," Professor, just so you know,"
"TRELAWNEY"," Broaden your minds."
"VOICES"," He will return tonight."
"HERMlONE"," l can't believe they're going"
"DRACO"," What did l say? Father said..."
"GOYLE"," Look who's here."
"GOYLE"," Malfoy, are you okay?"
"DRACO"," Not a word to anyone."
"HAGRID"," Professor Dumbledore."
"DUMBLEDORE"," Good evening."
"HAGRID"," Make your way through."
"FUDGE"," No, Hagrid."
"HAGRID"," Gentlemen."
"DUMBLEDORE"," I'd like a cup of tea."
"FUDGE"," Well, I think we should"
"HAGRID"," Dear, dear...."
"DUMBLEDORE"," Hagrid. Now, come on."
"FUDGE"," The execution shall dispatch--"
"HARRY"," What?"
"HARRY"," Ron!"
"RON"," Scabbers, come back."
"RON"," Scabbers, you bit me!"
"HARRY"," Ron!"
"HARRY"," Ron. Ron."
"HERMlONE"," Ron!"
"HERMlONE"," Oh, I'm sorry."
"HERMlONE"," We're in the Shrieking Shack,"
"HERMlONE"," Ron. You're okay."
"HARRY"," Ah!"
"LUPlN"," I know."
"LUPlN"," Well, Hermione."
"RON"," So what?"
"BLACK"," Finger!"
"PETTlGREW"," James wouldn't have"
"BLACK"," Should have realized if Voldemort"
"BLACK"," Sorry about the bite."
"RON"," A bit? A bit?"
"RON"," You better go."
"HARRY"," No. Don't worry, okay?"
"HARRY"," You okay?"
"HERMlONE"," That looks really painful."
"HERMlONE"," l'm sure Madam Pomfrey"
"RON"," lt's too late. lt's ruined."
"PETTlGREW"," Turn me into a flobberworm."
"LUPlN"," Get away from her!"
"BLACK"," Remus, my old friend."
"HARRY"," Come on."
"HERMlONE"," 7"
"Where were we at 7","30?"
"HERMlONE"," You foul, loathsome,"
"GOYLE"," Run."
"DRACO"," Not a word to anyone."
"HERMlONE"," That felt good."
"RON"," Not good, brilliant."
"HAGRID"," Keep a closer eye on your pet."
"DUMBLEDORE"," That's ling"
"RON"," Let's go."
"DUMBLEDORE"," Minister, l really think"
"FUDGE"," Your name only."
"DUMBLEDORE"," It's a very long name...."
"DUMBLEDORE"," Here, minister. Follow me."
"FUDGE"," Where?"
"DUMBLEDORE"," Look beyond the rocks."
"FUDGE"," What am l supposed to see?"
"FUDGE"," l see no strawberries."
"DUMBLEDORE"," There."
"FUDGE"," Where?"
"DUMBLEDORE"," There."
"HARRY"," This way."
"FUDGE"," Let's get this over, please."
"DUMBLEDORE"," All right."
"DUMBLEDORE"," How extraordinary."
"FUDGE"," Come now, Dumbledore."
"DUMBLEDORE"," I don't think he suggests"
"HAGRID"," Right."
"HAGRID"," You'll find no small glasses"
"HERMlONE"," Come on."
"HARRY"," This way."
"HARRY"," How?"
"LUPlN"," Immobulus!"
"HARRY"," You see Sirius talking to me?"
"HERMlONE"," Uh-huh."
"HARRY"," He's asking me to live with him."
"HARRY"," Sirius."
"HERMlONE"," You're dying..."
"RON"," Stand back, I said! Or l'll take it"
"HARRY"," What are you talking about?"
"GEORGE"," lt's a Firebolt."
"FRED"," It's the fastest broom in the world."
"STUDENT 1 "," Go!"
"STUDENT 2"," Let's see."
